Species,Authority,Family,Seed bank type,Number of records,Max longevity (y),Minimum density per sq m,Maximum density per sq m,Mean density per sq m,Depth (cm),Method,Source code
Echinochloa crusgalli,(L.) P. Beauv.,GRAMINEAE,4,1,,1900,1900,1900,10,5,147
Echinochloa crusgalli,(L.) P. Beauv.,GRAMINEAE,4,3,,132,6818,4050,15,5,272
Elymus caninus,(L.) L.,GRAMINEAE,1,1,,0,0,0,12.5,5,126
Elymus caninus,(L.) L.,GRAMINEAE,2,1,>2,-,-,-,7.5,2,195
Elytrigia atherica,(Link) Kerguelen ex Carreras Martinez,GRAMINEAE,1,5,,0,0,0,1,5,57
Elytrigia atherica,(Link) Kerguelen ex Carreras Martinez,GRAMINEAE,4,3,,500,1200,733,1,5,57
Elytrigia repens,(L.) Desv. ex Nevski,GRAMINEAE,1,2,,0,0,0,25,4,36
Elytrigia repens,(L.) Desv. ex Nevski,GRAMINEAE,1,1,,0,0,0,5,4,53
Elytrigia repens,(L.) Desv. ex Nevski,GRAMINEAE,1,1,,0,0,0,10,4,88
Elytrigia repens,(L.) Desv. ex Nevski,GRAMINEAE,1,1,,0,0,0,20,4,111
Elytrigia repens,(L.) Desv. ex Nevski,GRAMINEAE,1,3,,0,0,0,20,4,225
Elytrigia repens,(L.) Desv. ex Nevski,GRAMINEAE,1,1,,0,0,0,10,5,8
Elytrigia repens,(L.) Desv. ex Nevski,GRAMINEAE,1,1,,0,0,0,6,5,11
Elytrigia repens,(L.) Desv. ex Nevski,GRAMINEAE,1,8,,0,0,0,1,5,57
Elytrigia repens,(L.) Desv. ex Nevski,GRAMINEAE,1,2,,0,0,0,3,5,59
Elytrigia repens,(L.) Desv. ex Nevski,GRAMINEAE,1,1,,0,0,0,15,5,62
Elytrigia repens,(L.) Desv. ex Nevski,GRAMINEAE,1,1,,0,0,0,50,5,66
Elytrigia repens,(L.) Desv. ex Nevski,GRAMINEAE,1,5,,0,0,0,5,5,69
Elytrigia repens,(L.) Desv. ex Nevski,GRAMINEAE,1,4,,0,0,0,15,5,94
Elytrigia repens,(L.) Desv. ex Nevski,GRAMINEAE,1,25,,0,0,0,3,5,96
Elytrigia repens,(L.) Desv. ex Nevski,GRAMINEAE,1,2,,0,0,0,20,5,97
Elytrigia repens,(L.) Desv. ex Nevski,GRAMINEAE,1,1,,0,0,0,20,5,111
Elytrigia repens,(L.) Desv. ex Nevski,GRAMINEAE,1,1,,0,0,0,38,5,186
Elytrigia repens,(L.) Desv. ex Nevski,GRAMINEAE,1,1,,0,0,0,3,5,208
Elytrigia repens,(L.) Desv. ex Nevski,GRAMINEAE,1,4,,0,0,0,5,5,251
Elytrigia repens,(L.) Desv. ex Nevski,GRAMINEAE,1,1,,0,0,0,10,5,252
Elytrigia repens,(L.) Desv. ex Nevski,GRAMINEAE,1,19,,0,0,0,10,5,255
Elytrigia repens,(L.) Desv. ex Nevski,GRAMINEAE,1,2,,0,5,2,3,7,235
Elytrigia repens,(L.) Desv. ex Nevski,GRAMINEAE,1,8,,53,158,81,8,7,275
Elytrigia repens,(L.) Desv. ex Nevski,GRAMINEAE,2,1,>2,-,-,-,2,1,47
Elytrigia repens,(L.) Desv. ex Nevski,GRAMINEAE,2,1,>2,-,-,-,15,1,47
Elytrigia repens,(L.) Desv. ex Nevski,GRAMINEAE,2,1,1,-,-,-,15,1,240
Elytrigia repens,(L.) Desv. ex Nevski,GRAMINEAE,2,1,3,-,-,-,50,1,240
Elytrigia repens,(L.) Desv. ex Nevski,GRAMINEAE,2,3,>3,-,-,-,7,2,44
Elytrigia repens,(L.) Desv. ex Nevski,GRAMINEAE,2,2,1,-,-,-,7,2,44
Elytrigia repens,(L.) Desv. ex Nevski,GRAMINEAE,2,2,3,-,-,-,7,2,44
Elytrigia repens,(L.) Desv. ex Nevski,GRAMINEAE,2,1,4,-,-,-,7,2,44
Elytrigia repens,(L.) Desv. ex Nevski,GRAMINEAE,2,1,,510,510,510,8.5,4,254
Elytrigia repens,(L.) Desv. ex Nevski,GRAMINEAE,2,1,,1196,1196,1196,6,5,11
Elytrigia repens,(L.) Desv. ex Nevski,GRAMINEAE,3,1,10,-,-,-,100,1,240
Elytrigia repens,(L.) Desv. ex Nevski,GRAMINEAE,3,1,5,-,-,-,7,2,44
Elytrigia repens,(L.) Desv. ex Nevski,GRAMINEAE,3,1,>4,-,-,-,0,3,266
Elytrigia repens,(L.) Desv. ex Nevski,GRAMINEAE,4,1,,220,220,220,30,4,13
Elytrigia repens,(L.) Desv. ex Nevski,GRAMINEAE,4,1,,4000,4000,4000,20,4,225
Elytrigia repens,(L.) Desv. ex Nevski,GRAMINEAE,4,1,,102,102,102,15,5,142
Elytrigia repens,(L.) Desv. ex Nevski,GRAMINEAE,4,2,,100,125,113,10,5,255
Festuca arundinacea,Schreber,GRAMINEAE,1,1,0,-,-,-,26,1,133
Festuca arundinacea,Schreber,GRAMINEAE,1,1,,0,0,0,20,4,225
Festuca arundinacea,Schreber,GRAMINEAE,1,1,,299,299,299,6,5,48
Festuca arundinacea,Schreber,GRAMINEAE,1,1,,0,0,0,13,5,68
Festuca arundinacea,Schreber,GRAMINEAE,1,1,,100,100,100,6.5,5,68
Festuca arundinacea,Schreber,GRAMINEAE,1,3,,0,0,0,5,5,69
Festuca arundinacea,Schreber,GRAMINEAE,1,1,,0,0,0,3,5,96
Festuca arundinacea,Schreber,GRAMINEAE,1,5,,0,0,0,20,5,97
Festuca arundinacea,Schreber,GRAMINEAE,1,2,,0,0,0,6.5,5,128
Festuca arundinacea,Schreber,GRAMINEAE,1,2,,0,0,0,3,7,235
Festuca arundinacea,Schreber,GRAMINEAE,2,1,1,-,-,-,13,1,133
Festuca arundinacea,Schreber,GRAMINEAE,2,1,1,-,-,-,26,1,133
Festuca arundinacea,Schreber,GRAMINEAE,2,1,1,-,-,-,39,1,133
Festuca arundinacea,Schreber,GRAMINEAE,2,1,2,-,-,-,0,3,188
Festuca filiformis,Pourret,GRAMINEAE,1,1,,0,0,0,3,5,208
Festuca filiformis,Pourret,GRAMINEAE,4,1,,31,31,31,5,5,222
Festuca gigantea,(L.) Villars,GRAMINEAE,1,1,,0,0,0,20,4,225
Festuca gigantea,(L.) Villars,GRAMINEAE,1,2,,0,0,0,6,5,49
Festuca gigantea,(L.) Villars,GRAMINEAE,1,4,,0,0,0,3,5,96
Festuca gigantea,(L.) Villars,GRAMINEAE,1,2,,0,0,0,15,5,257
Festuca gigantea,(L.) Villars,GRAMINEAE,2,1,,50,50,50,3,5,96
Festuca heterophylla,Lam.,GRAMINEAE,1,1,,0,0,0,6,5,49
Festuca ovina,L.,GRAMINEAE,1,4,,0,0,0,6,5,28
Festuca ovina,L.,GRAMINEAE,1,1,,0,0,0,15,5,45
Festuca ovina,L.,GRAMINEAE,1,1,,32,32,32,22.5,5,45
Festuca ovina,L.,GRAMINEAE,1,1,,0,0,0,7,5,58
Festuca ovina,L.,GRAMINEAE,1,2,,0,0,0,6,5,67
Festuca ovina,L.,GRAMINEAE,1,1,,0,0,0,5,5,69
Festuca ovina,L.,GRAMINEAE,1,1,,43,43,43,9,5,84
Festuca ovina,L.,GRAMINEAE,1,1,,0,0,0,3,5,96
Festuca ovina,L.,GRAMINEAE,1,1,,0,0,0,10,5,149
Festuca ovina,L.,GRAMINEAE,1,1,,0,0,0,17.8,5,156
Festuca ovina,L.,GRAMINEAE,1,2,,0,0,0,6,5,181
Festuca ovina,L.,GRAMINEAE,1,1,,24,24,24,13,5,183
Festuca ovina,L.,GRAMINEAE,1,1,,0,0,0,7,5,232
Festuca ovina,L.,GRAMINEAE,1,1,,0,0,0,5,5,233
Festuca ovina,L.,GRAMINEAE,1,12,,0,0,0,10,5,255
Festuca ovina,L.,GRAMINEAE,1,2,,8,14,11,6.5,7,182
Festuca ovina,L.,GRAMINEAE,1,4,,0,21,8,3,7,235
Festuca ovina,L.,GRAMINEAE,2,1,,54,54,54,15,5,45
Festuca ovina,L.,GRAMINEAE,2,1,,778,778,778,6,5,48
Festuca ovina,L.,GRAMINEAE,2,1,,13,13,13,3,7,235
Festuca ovina,L.,GRAMINEAE,3,1,,32,32,32,30,5,29
Festuca ovina,L.,GRAMINEAE,4,1,,179,179,179,5,4,53
Festuca ovina,L.,GRAMINEAE,4,5,,33,257,121,6,5,39
Festuca ovina,L.,GRAMINEAE,4,1,,23,23,23,7,5,58
Festuca ovina,L.,GRAMINEAE,4,1,,183,183,183,3,5,96
Festuca ovina,L.,GRAMINEAE,4,1,,22,22,22,10,5,110
Festuca ovina,L.,GRAMINEAE,4,2,,191,1157,674,5,5,123
Festuca ovina,L.,GRAMINEAE,4,7,,427,5236,1273,17.8,5,155
Festuca ovina,L.,GRAMINEAE,4,5,,76,859,243,17.8,5,156
Festuca ovina,L.,GRAMINEAE,4,1,,81,81,81,13.5,5,163
Festuca ovina,L.,GRAMINEAE,4,4,,26,39,34,7,5,232
Festuca ovina,L.,GRAMINEAE,4,1,,300,300,300,15,5,249
Festuca pratensis,Hudson,GRAMINEAE,1,1,0,-,-,-,26,1,133
Festuca pratensis,Hudson,GRAMINEAE,1,1,0,-,-,-,50,1,240
Festuca pratensis,Hudson,GRAMINEAE,1,1,0,-,-,-,100,1,240
Festuca pratensis,Hudson,GRAMINEAE,1,1,,0,0,0,5,4,53
Festuca pratensis,Hudson,GRAMINEAE,1,1,,0,0,0,5,4,88
Festuca pratensis,Hudson,GRAMINEAE,1,3,,0,0,0,20,4,225
Festuca pratensis,Hudson,GRAMINEAE,1,6,,312,312,312,6,5,11
Festuca pratensis,Hudson,GRAMINEAE,1,4,,0,0,0,10,5,27
Festuca pratensis,Hudson,GRAMINEAE,1,1,,0,0,0,30,5,45
Festuca pratensis,Hudson,GRAMINEAE,1,4,,0,0,0,3,5,59
Festuca pratensis,Hudson,GRAMINEAE,1,2,,0,0,0,13,5,68
Festuca pratensis,Hudson,GRAMINEAE,1,2,,100,100,100,6.5,5,68
Festuca pratensis,Hudson,GRAMINEAE,1,10,,0,0,0,5,5,69
Festuca pratensis,Hudson,GRAMINEAE,1,3,,0,0,0,20,5,97
Festuca pratensis,Hudson,GRAMINEAE,1,13,,0,0,0,6,5,99
Festuca pratensis,Hudson,GRAMINEAE,1,1,,0,0,0,6.5,5,128
Festuca pratensis,Hudson,GRAMINEAE,1,2,,0,0,0,10,5,149
Festuca pratensis,Hudson,GRAMINEAE,1,6,,0,0,0,12,5,174
Festuca pratensis,Hudson,GRAMINEAE,1,3,,0,0,0,3,5,208
Festuca pratensis,Hudson,GRAMINEAE,1,6,,0,0,0,6,5,208
Festuca pratensis,Hudson,GRAMINEAE,1,6,,0,0,0,10,5,255
Festuca pratensis,Hudson,GRAMINEAE,1,4,,0,351,101,2,7,99
Festuca pratensis,Hudson,GRAMINEAE,1,1,,0,0,0,3,7,235
Festuca pratensis,Hudson,GRAMINEAE,2,1,1,-,-,-,13,1,133
Festuca pratensis,Hudson,GRAMINEAE,2,1,1,-,-,-,26,1,133
Festuca pratensis,Hudson,GRAMINEAE,2,1,1,-,-,-,39,1,133
Festuca pratensis,Hudson,GRAMINEAE,2,1,1,-,-,-,15,1,240
Festuca pratensis,Hudson,GRAMINEAE,2,2,,35,122,79,10,5,252
Festuca pratensis,Hudson,GRAMINEAE,2,1,,75,75,75,2,7,99
Festuca pratensis,Hudson,GRAMINEAE,4,1,,11,11,11,20,4,111
Festuca pratensis,Hudson,GRAMINEAE,4,1,,306,306,306,7,5,58
Festuca pratensis,Hudson,GRAMINEAE,4,5,,156,2704,718,6,5,99
Festuca rubra,L.,GRAMINEAE,1,1,,0,0,0,25,4,36
Festuca rubra,L.,GRAMINEAE,1,1,,0,0,0,5,4,88
Festuca rubra,L.,GRAMINEAE,1,4,,0,0,0,10,4,88
Festuca rubra,L.,GRAMINEAE,1,1,,0,0,0,10,4,103
Festuca rubra,L.,GRAMINEAE,1,3,,0,0,0,20,4,225
Festuca rubra,L.,GRAMINEAE,1,8,,0,0,0,6,5,11
Festuca rubra,L.,GRAMINEAE,1,1,,0,0,0,40,5,11
Festuca rubra,L.,GRAMINEAE,1,6,,0,0,0,10,5,27
Festuca rubra,L.,GRAMINEAE,1,3,,0,32,11,30,5,45
Festuca rubra,L.,GRAMINEAE,1,2,,0,0,0,6,5,48
Festuca rubra,L.,GRAMINEAE,1,5,,0,0,0,1,5,57
Festuca rubra,L.,GRAMINEAE,1,3,,0,0,0,3,5,59
Festuca rubra,L.,GRAMINEAE,1,1,,0,0,0,15,5,62
Festuca rubra,L.,GRAMINEAE,1,2,,50,50,50,6.5,5,68
Festuca rubra,L.,GRAMINEAE,1,2,,72,72,72,13,5,68
Festuca rubra,L.,GRAMINEAE,1,10,,0,0,0,5,5,69
Festuca rubra,L.,GRAMINEAE,1,23,,0,0,0,3,5,96
Festuca rubra,L.,GRAMINEAE,1,7,,0,0,0,20,5,97
Festuca rubra,L.,GRAMINEAE,1,11,,0,0,0,6,5,99
Festuca rubra,L.,GRAMINEAE,1,1,,0,0,0,10,5,110
Festuca rubra,L.,GRAMINEAE,1,1,,0,0,0,7,5,112
Festuca rubra,L.,GRAMINEAE,1,1,,0,0,0,6.5,5,128
Festuca rubra,L.,GRAMINEAE,1,5,,0,0,0,12,5,174
Festuca rubra,L.,GRAMINEAE,1,5,,0,0,0,3,5,208
Festuca rubra,L.,GRAMINEAE,1,2,,0,0,0,5,5,222
Festuca rubra,L.,GRAMINEAE,1,1,,0,0,0,5,5,234
Festuca rubra,L.,GRAMINEAE,1,9,,300,500,375,5,5,251
Festuca rubra,L.,GRAMINEAE,1,2,,31,33,32,10,5,252
Festuca rubra,L.,GRAMINEAE,1,22,,0,0,0,10,5,255
Festuca rubra,L.,GRAMINEAE,1,5,,0,52,16,2,7,99
Festuca rubra,L.,GRAMINEAE,1,7,,0,12,5,3,7,235
Festuca rubra,L.,GRAMINEAE,1,4,,53,210,118,8,7,275
Festuca rubra,L.,GRAMINEAE,2,1,1,-,-,-,13,1,133
Festuca rubra,L.,GRAMINEAE,2,2,1,-,-,-,26,1,133
Festuca rubra,L.,GRAMINEAE,2,1,1,-,-,-,39,1,133
Festuca rubra,L.,GRAMINEAE,2,1,1,-,-,-,7.5,2,195
Festuca rubra,L.,GRAMINEAE,2,1,2,-,-,-,0,3,188
Festuca rubra,L.,GRAMINEAE,2,2,,161,592,377,30,5,45
Festuca rubra,L.,GRAMINEAE,2,3,,400,500,433,1,5,57
Festuca rubra,L.,GRAMINEAE,2,1,,120,120,120,6.5,5,128
Festuca rubra,L.,GRAMINEAE,2,1,,320,320,320,10,5,149
Festuca rubra,L.,GRAMINEAE,2,1,,15,15,15,12,5,174
Festuca rubra,L.,GRAMINEAE,2,5,,300,4800,2020,5,5,251
Festuca rubra,L.,GRAMINEAE,2,2,,50,88,69,10,5,255
Festuca rubra,L.,GRAMINEAE,3,2,,75,97,86,30,5,45
Festuca rubra,L.,GRAMINEAE,3,2,,300,400,350,5,5,251
Festuca rubra,L.,GRAMINEAE,4,6,,400,1100,633,1,5,57
Festuca rubra,L.,GRAMINEAE,4,1,,92,92,92,7,5,58
Festuca rubra,L.,GRAMINEAE,4,1,,16,16,16,10,5,110
Festuca rubra,L.,GRAMINEAE,4,3,,176,471,333,7,5,112
Festuca rubra,L.,GRAMINEAE,4,5,,120,200,172,6.5,5,128
Festuca rubra,L.,GRAMINEAE,4,2,,360,480,420,10,5,149
Festuca rubra,L.,GRAMINEAE,4,1,,37,37,37,2,5,153
Festuca rubra,L.,GRAMINEAE,4,2,,375,378,377,17.8,5,155
Festuca rubra,L.,GRAMINEAE,4,1,,126,126,126,17.8,5,156
Festuca rubra,L.,GRAMINEAE,4,2,,12,159,86,12,5,174
Festuca rubra,L.,GRAMINEAE,4,1,,85,85,85,3,5,208
Festuca rubra,L.,GRAMINEAE,4,2,,400,1400,900,15,5,249
Festuca rubra,L.,GRAMINEAE,4,12,,38,438,142,10,5,255
Festuca rubra,L.,GRAMINEAE,4,1,,298,298,298,15,5,267
Festuca vivipara,(L.) Smith,GRAMINEAE,1,1,,0,0,0,5,5,55
Glyceria fluitans,(L.) R. Br.,GRAMINEAE,1,2,,0,0,0,20,4,225
Glyceria fluitans,(L.) R. Br.,GRAMINEAE,1,1,,0,0,0,6,5,11
Glyceria fluitans,(L.) R. Br.,GRAMINEAE,1,5,,0,0,0,6,5,99
Glyceria fluitans,(L.) R. Br.,GRAMINEAE,1,5,,0,0,0,3,5,208
Glyceria fluitans,(L.) R. Br.,GRAMINEAE,1,1,,0,0,0,6,5,208
Glyceria fluitans,(L.) R. Br.,GRAMINEAE,1,5,,0,153,70,2,7,99
Glyceria fluitans,(L.) R. Br.,GRAMINEAE,1,7,,53,105,70,8,7,275
Glyceria fluitans,(L.) R. Br.,GRAMINEAE,2,1,,208,208,208,40,5,11
Glyceria fluitans,(L.) R. Br.,GRAMINEAE,2,1,,520,520,520,6,5,11
Glyceria fluitans,(L.) R. Br.,GRAMINEAE,2,1,,3536,3536,3536,10,5,27
Glyceria fluitans,(L.) R. Br.,GRAMINEAE,2,2,,43,86,65,30,5,45
Glyceria fluitans,(L.) R. Br.,GRAMINEAE,2,1,,627,627,627,50,5,107
Glyceria fluitans,(L.) R. Br.,GRAMINEAE,2,1,,85,85,85,6,5,208
Glyceria fluitans,(L.) R. Br.,GRAMINEAE,2,2,,113,283,198,3,5,208
Glyceria fluitans,(L.) R. Br.,GRAMINEAE,3,3,,156,260,191,6,5,11
Glyceria fluitans,(L.) R. Br.,GRAMINEAE,3,1,,312,312,312,40,5,11
Glyceria fluitans,(L.) R. Br.,GRAMINEAE,3,6,,1248,38376,17957,10,5,27
Glyceria fluitans,(L.) R. Br.,GRAMINEAE,3,6,,208,1664,615,6,5,99
Glyceria fluitans,(L.) R. Br.,GRAMINEAE,3,1,,798,798,798,20,5,107
Glyceria fluitans,(L.) R. Br.,GRAMINEAE,3,1,,969,969,969,30,5,107
Glyceria fluitans,(L.) R. Br.,GRAMINEAE,3,4,,170,311,226,6,5,208
Glyceria fluitans,(L.) R. Br.,GRAMINEAE,4,2,,83,83,83,3,5,96
Glyceria fluitans,(L.) R. Br.,GRAMINEAE,4,3,,25,583,217,5,5,98
Glyceria fluitans,(L.) R. Br.,GRAMINEAE,4,1,,208,208,208,6,5,99
Glyceria fluitans,(L.) R. Br.,GRAMINEAE,4,1,,142,142,142,3,5,208
Glyceria fluitans,(L.) R. Br.,GRAMINEAE,4,1,,171,171,171,8,7,275
Glyceria maxima,(Hartman) O. Holmb.,GRAMINEAE,1,1,,0,0,0,3,5,96
Glyceria maxima,(Hartman) O. Holmb.,GRAMINEAE,1,6,,0,0,0,3,5,208
Glyceria maxima,(Hartman) O. Holmb.,GRAMINEAE,1,3,,0,0,0,6,5,208
Glyceria maxima,(Hartman) O. Holmb.,GRAMINEAE,1,1,,0,0,0,5,5,248
Glyceria maxima,(Hartman) O. Holmb.,GRAMINEAE,2,1,>2,-,-,-,7.5,2,195
Glyceria maxima,(Hartman) O. Holmb.,GRAMINEAE,2,1,,1635,1635,1635,50,5,216
Glyceria notata,Chevall.,GRAMINEAE,2,1,>2,-,-,-,7.5,2,195
Helictotrichon pratensis,(L.) Besser,GRAMINEAE,1,1,,0,0,0,6,5,67
Helictotrichon pratensis,(L.) Besser,GRAMINEAE,1,1,,0,0,0,5,5,122
Helictotrichon pratensis,(L.) Besser,GRAMINEAE,1,1,,0,0,0,13,5,183
Helictotrichon pratensis,(L.) Besser,GRAMINEAE,1,7,,0,0,0,10,5,255
Helictotrichon pratensis,(L.) Besser,GRAMINEAE,1,2,,0,25,12,3,7,235
Helictotrichon pratensis,(L.) Besser,GRAMINEAE,2,1,,539,539,539,6,5,48
Helictotrichon pratensis,(L.) Besser,GRAMINEAE,4,1,,9,9,9,5,5,122
Helictotrichon pratensis,(L.) Besser,GRAMINEAE,4,2,,63,63,63,10,5,255
Helictotrichon pubescens,(Hudson) Pilger,GRAMINEAE,1,1,,0,0,0,5,5,69
Helictotrichon pubescens,(Hudson) Pilger,GRAMINEAE,1,2,,0,0,0,3,5,96
Helictotrichon pubescens,(Hudson) Pilger,GRAMINEAE,1,4,,0,0,0,20,5,97
Helictotrichon pubescens,(Hudson) Pilger,GRAMINEAE,1,2,,0,0,0,5,5,122
Helictotrichon pubescens,(Hudson) Pilger,GRAMINEAE,1,3,,0,0,0,6.5,5,128
Helictotrichon pubescens,(Hudson) Pilger,GRAMINEAE,1,4,,0,0,0,10,5,149
Helictotrichon pubescens,(Hudson) Pilger,GRAMINEAE,1,14,,0,0,0,10,5,255
Helictotrichon pubescens,(Hudson) Pilger,GRAMINEAE,1,1,,0,0,0,6.5,7,182
Helictotrichon pubescens,(Hudson) Pilger,GRAMINEAE,1,2,,0,6,3,3,7,235
Helictotrichon pubescens,(Hudson) Pilger,GRAMINEAE,2,1,,60,60,60,6.5,5,128
Helictotrichon pubescens,(Hudson) Pilger,GRAMINEAE,2,1,,125,125,125,10,5,255
Helictotrichon pubescens,(Hudson) Pilger,GRAMINEAE,4,1,,80,80,80,10,5,149
Hierochloe alpina,(Willd.) Roemer & Schultes,GRAMINEAE,1,1,,0,0,0,3,4,158
Holcus lanatus,L.,GRAMINEAE,1,1,,7,7,7,12,4,51
Holcus lanatus,L.,GRAMINEAE,1,1,,0,0,0,5,4,53
Holcus lanatus,L.,GRAMINEAE,1,2,,375,375,375,10,4,88
Holcus lanatus,L.,GRAMINEAE,1,7,,0,0,0,20,4,225
Holcus lanatus,L.,GRAMINEAE,1,1,,150,150,150,20,5,4
Holcus lanatus,L.,GRAMINEAE,1,1,,0,0,0,10,5,27
Holcus lanatus,L.,GRAMINEAE,1,1,,0,0,0,22.5,5,45
Holcus lanatus,L.,GRAMINEAE,1,1,,269,269,269,30,5,45
Holcus lanatus,L.,GRAMINEAE,1,1,,124,124,124,20,5,67
Holcus lanatus,L.,GRAMINEAE,1,4,,0,0,0,5,5,69
Holcus lanatus,L.,GRAMINEAE,1,1,,0,0,0,5,5,92
Holcus lanatus,L.,GRAMINEAE,1,1,,0,0,0,1,5,96
Holcus lanatus,L.,GRAMINEAE,1,9,,0,0,0,3,5,96
Holcus lanatus,L.,GRAMINEAE,1,5,,0,0,0,20,5,97
Holcus lanatus,L.,GRAMINEAE,1,3,,0,0,0,6,5,99
Holcus lanatus,L.,GRAMINEAE,1,4,,0,0,0,6.5,5,128
Holcus lanatus,L.,GRAMINEAE,1,2,,0,0,0,12,5,174
Holcus lanatus,L.,GRAMINEAE,1,1,,0,0,0,3,5,208
Holcus lanatus,L.,GRAMINEAE,1,3,,0,0,0,5,5,222
Holcus lanatus,L.,GRAMINEAE,1,1,,0,0,0,5,5,244
Holcus lanatus,L.,GRAMINEAE,1,9,,300,1100,725,5,5,251
Holcus lanatus,L.,GRAMINEAE,1,14,,0,0,0,10,5,255
Holcus lanatus,L.,GRAMINEAE,1,1,,33,33,33,2,7,99
Holcus lanatus,L.,GRAMINEAE,1,2,,11,11,11,6.5,7,182
Holcus lanatus,L.,GRAMINEAE,1,4,,53,79,66,8,7,275
Holcus lanatus,L.,GRAMINEAE,2,1,4,-,-,-,13,1,133
Holcus lanatus,L.,GRAMINEAE,2,2,4,-,-,-,26,1,133
Holcus lanatus,L.,GRAMINEAE,2,1,4,-,-,-,39,1,133
Holcus lanatus,L.,GRAMINEAE,2,5,>1,-,-,-,,1,275
Holcus lanatus,L.,GRAMINEAE,2,1,>2,-,-,-,7.5,2,195
Holcus lanatus,L.,GRAMINEAE,2,1,,10,10,10,25,4,36
Holcus lanatus,L.,GRAMINEAE,2,2,,500,1875,1188,10,4,88
Holcus lanatus,L.,GRAMINEAE,2,1,,1200,1200,1200,20,4,225
Holcus lanatus,L.,GRAMINEAE,2,1,,1612,1612,1612,40,5,11
Holcus lanatus,L.,GRAMINEAE,2,9,,832,5772,2380,6,5,11
Holcus lanatus,L.,GRAMINEAE,2,1,,1300,1300,1300,10,5,27
Holcus lanatus,L.,GRAMINEAE,2,8,,624,2158,1407,6,5,28
Holcus lanatus,L.,GRAMINEAE,2,1,,248,248,248,30,5,29
Holcus lanatus,L.,GRAMINEAE,2,1,,11,11,11,15,5,32
Holcus lanatus,L.,GRAMINEAE,2,7,,140,1959,715,30,5,45
Holcus lanatus,L.,GRAMINEAE,2,1,,1138,1138,1138,6,5,48
Holcus lanatus,L.,GRAMINEAE,2,1,,400,400,400,1,5,57
Holcus lanatus,L.,GRAMINEAE,2,2,,108,680,394,13,5,68
Holcus lanatus,L.,GRAMINEAE,2,2,,300,2075,1188,6.5,5,68
Holcus lanatus,L.,GRAMINEAE,2,1,,3500,3500,3500,20,5,69
Holcus lanatus,L.,GRAMINEAE,2,7,,50,600,290,3,5,96
Holcus lanatus,L.,GRAMINEAE,2,1,,798,798,798,20,5,107
Holcus lanatus,L.,GRAMINEAE,2,2,,113,311,212,3,5,208
Holcus lanatus,L.,GRAMINEAE,2,7,,600,16900,5957,5,5,251
Holcus lanatus,L.,GRAMINEAE,2,2,,344,1812,1078,10,5,252
Holcus lanatus,L.,GRAMINEAE,2,2,,38,63,51,10,5,255
Holcus lanatus,L.,GRAMINEAE,2,1,,760,760,760,15,5,257
Holcus lanatus,L.,GRAMINEAE,2,4,,432,2943,1414,2,7,99
Holcus lanatus,L.,GRAMINEAE,2,7,,5,189,47,3,7,235
Holcus lanatus,L.,GRAMINEAE,2,4,,105,999,499,8,7,275
Holcus lanatus,L.,GRAMINEAE,3,6,,156,6812,2383,10,5,27
Holcus lanatus,L.,GRAMINEAE,3,2,,129,151,140,30,5,29
Holcus lanatus,L.,GRAMINEAE,3,1,,388,388,388,30,5,45
Holcus lanatus,L.,GRAMINEAE,3,1,,3120,3120,3120,6,5,99
Holcus lanatus,L.,GRAMINEAE,3,1,,228,228,228,50,5,107
Holcus lanatus,L.,GRAMINEAE,3,1,,108,108,108,8,5,108
Holcus lanatus,L.,GRAMINEAE,3,1,,113,113,113,3,5,208
Holcus lanatus,L.,GRAMINEAE,3,1,>12,636,636,636,50,5,219
Holcus lanatus,L.,GRAMINEAE,4,1,,3125,3125,3125,5,4,88
Holcus lanatus,L.,GRAMINEAE,4,5,,1200,10000,3760,20,4,225
Holcus lanatus,L.,GRAMINEAE,4,3,,17,1726,618,7,5,58
Holcus lanatus,L.,GRAMINEAE,4,2,,74,148,111,15,5,62
Holcus lanatus,L.,GRAMINEAE,4,3,,48,976,608,5,5,69
Holcus lanatus,L.,GRAMINEAE,4,3,,71,199,119,5,5,92
Holcus lanatus,L.,GRAMINEAE,4,10,,83,2850,587,3,5,96
Holcus lanatus,L.,GRAMINEAE,4,15,,312,16536,3966,6,5,99
Holcus lanatus,L.,GRAMINEAE,4,1,,60,60,60,10,5,110
Holcus lanatus,L.,GRAMINEAE,4,1,,6,6,6,10,5,120
Holcus lanatus,L.,GRAMINEAE,4,2,,26,275,151,5,5,122
Holcus lanatus,L.,GRAMINEAE,4,1,,60,60,60,6.5,5,128
Holcus lanatus,L.,GRAMINEAE,4,3,,553,2164,1208,17.8,5,155
Holcus lanatus,L.,GRAMINEAE,4,5,,18,185,71,12,5,174
Holcus lanatus,L.,GRAMINEAE,4,3,,142,396,236,3,5,208
Holcus lanatus,L.,GRAMINEAE,4,7,,31,449,206,5,5,222
Holcus lanatus,L.,GRAMINEAE,4,1,,162,162,162,5,5,234
Holcus lanatus,L.,GRAMINEAE,4,1,,145,145,145,5,5,244
Holcus lanatus,L.,GRAMINEAE,4,2,,200,420,310,5,5,250
Holcus lanatus,L.,GRAMINEAE,4,16,,38,1300,229,10,5,255
Holcus lanatus,L.,GRAMINEAE,4,1,,261,261,261,15,5,267
Holcus lanatus,L.,GRAMINEAE,4,1,,158,158,158,8,7,275
Holcus mollis,L.,GRAMINEAE,1,1,,0,0,0,25,4,36
